student_id,course_major,actual_grade,completion_status,student_difficulty_rating,study_hours_logged,feedback_comment,student_major,course_id
1117,Business,,Failed,4.5,7,Intensive exams and complex assignments.,Healthcare,COURSE0280
2339,Business,,Dropped,4.3,6,Intensive exams and complex assignments.,Healthcare,COURSE0325
2517,Business,,Failed,2.9,15,Balanced workload with practical assignments.,Computer Science,COURSE0372
1667,Computer Science,F,Dropped,4.0,18,Demanding course with a heavy workload.,Healthcare,COURSE0098
1346,Engineering,,Failed,4.3,13,Demanding course with a heavy workload.,Engineering,COURSE0198
3447,Business,B+,Completed,4.5,20,Demanding course with a heavy workload.,Engineering,COURSE0470
1732,Computer Science,F,Completed,3.2,8,Challenging but manageable with consistent effort.,Engineering,COURSE0395
2995,Computer Science,A,Completed,2.3,10,Light workload and minimal assessments.,Engineering,COURSE0240
3479,Computer Science,,Failed,2.1,7,Helpful for gaining confidence in fundamentals.,Business,COURSE0144
2527,Business,,Failed,4.8,7,Conceptually tough and fast-paced.,Engineering,COURSE0097
3444,Business,B+,Completed,2.4,14,Good for revising basic concepts.,Computer Science,COURSE0201
3114,Business,F,Completed,4.3,19,Not recommended without a strong background.,Business,COURSE0124
2962,Computer Science,B,Completed,2.6,8,Light workload and minimal assessments.,Computer Science,COURSE0187
2590,Business,,Dropped,2.8,17,"Some complex topics, but support was available.",Engineering,COURSE0326
1367,Business,,Failed,2.1,7,Easy to follow with clear instructions.,Computer Science,COURSE0464
1722,Business,,Dropped,4.2,6,Intensive exams and complex assignments.,Business,COURSE0349
2159,Business,F,Completed,3.9,5,Intensive exams and complex assignments.,Computer Science,COURSE0259
3371,Healthcare,F,Completed,4.6,7,Conceptually tough and fast-paced.,Healthcare,COURSE0148
2971,Healthcare,B,Completed,3.7,12,"Some complex topics, but support was available.",Computer Science,COURSE0252
1013,Engineering,B+,Completed,2.7,5,Good for revising basic concepts.,Healthcare,COURSE0443
1764,Computer Science,,Dropped,2.6,20,Straightforward and beginner-friendly course.,Business,COURSE0420
3299,Engineering,F,Failed,4.6,9,Not recommended without a strong background.,Healthcare,COURSE0403
1880,Business,F,Completed,2.7,5,Helpful for gaining confidence in fundamentals.,Computer Science,COURSE0346
2695,Business,A,Completed,4.6,16,Demanding course with a heavy workload.,Healthcare,COURSE0451
2824,Healthcare,,Dropped,3.2,19,Challenging but manageable with consistent effort.,Business,COURSE0147
2645,Computer Science,C+,Completed,3.2,12,Challenging but manageable with consistent effort.,Business,COURSE0148
2172,Business,,Failed,4.9,19,Not recommended without a strong background.,Engineering,COURSE0352
1850,Computer Science,F,Failed,2.1,8,Good for revising basic concepts.,Engineering,COURSE0199
3478,Computer Science,,Failed,3.2,12,Balanced workload with practical assignments.,Computer Science,COURSE0308
1494,Business,,Failed,3.6,18,"Some complex topics, but support was available.",Computer Science,COURSE0489
1037,Computer Science,,Dropped,4.2,14,Requires significant study time and dedication.,Healthcare,COURSE0417
1748,Computer Science,,Failed,4.3,9,Not recommended without a strong background.,Engineering,COURSE0424
1007,Computer Science,F,Completed,2.5,17,Helpful for gaining confidence in fundamentals.,Engineering,COURSE0128
1539,Computer Science,C+,Completed,4.6,19,Requires significant study time and dedication.,Computer Science,COURSE0039
1922,Computer Science,,Failed,2.7,11,Good for revising basic concepts.,Business,COURSE0338
2088,Healthcare,F,Dropped,3.8,7,"Requires regular study, but rewarding overall.",Business,COURSE0360
1878,Computer Science,F,Dropped,4.8,6,Requires significant study time and dedication.,Business,COURSE0129
2731,Engineering,,Failed,3.3,11,Challenging but manageable with consistent effort.,Engineering,COURSE0267
3128,Business,,Failed,4.4,7,Demanding course with a heavy workload.,Engineering,COURSE0476
2637,Healthcare,,Dropped,2.1,19,Good for revising basic concepts.,Business,COURSE0441
1803,Engineering,A,Completed,4.3,14,Requires significant study time and dedication.,Engineering,COURSE0473
1741,Business,,Dropped,4.8,13,Not recommended without a strong background.,Healthcare,COURSE0434
1595,Engineering,,Failed,3.6,8,Balanced workload with practical assignments.,Computer Science,COURSE0151
2568,Business,B+,Completed,2.3,17,Good for revising basic concepts.,Engineering,COURSE0415
3285,Healthcare,,Failed,3.4,18,"Requires regular study, but rewarding overall.",Business,COURSE0478
2406,Business,,Dropped,2.8,9,"Some complex topics, but support was available.",Engineering,COURSE0298
2475,Business,B+,Completed,4.0,14,Requires significant study time and dedication.,Healthcare,COURSE0099
2467,Computer Science,,Failed,2.9,18,Challenging but manageable with consistent effort.,Healthcare,COURSE0263
2679,Healthcare,,Failed,3.4,20,"Some complex topics, but support was available.",Engineering,COURSE0252
1280,Computer Science,,Dropped,4.3,9,Conceptually tough and fast-paced.,Engineering,COURSE0144
3133,Business,,Failed,2.8,10,"Some complex topics, but support was available.",Computer Science,COURSE0346
2674,Business,,Dropped,3.6,18,"Some complex topics, but support was available.",Engineering,COURSE0112
1552,Engineering,A,Completed,2.4,8,Straightforward and beginner-friendly course.,Computer Science,COURSE0500
2822,Business,,Failed,2.6,14,Easy to follow with clear instructions.,Engineering,COURSE0060
1371,Computer Science,F,Dropped,4.2,11,Demanding course with a heavy workload.,Engineering,COURSE0369
1871,Computer Science,A,Completed,2.5,7,Straightforward and beginner-friendly course.,Healthcare,COURSE0002
2605,Business,,Failed,2.8,16,Balanced workload with practical assignments.,Computer Science,COURSE0385
3402,Computer Science,,Failed,4.8,11,Conceptually tough and fast-paced.,Engineering,COURSE0304
1549,Computer Science,,Dropped,4.1,14,Demanding course with a heavy workload.,Business,COURSE0254
3227,Business,,Failed,2.2,9,Straightforward and beginner-friendly course.,Business,COURSE0140
3440,Business,B+,Completed,3.2,13,Challenging but manageable with consistent effort.,Engineering,COURSE0453
1537,Engineering,B+,Completed,3.4,7,Balanced workload with practical assignments.,Engineering,COURSE0037
3480,Business,B+,Completed,3.4,16,"Requires regular study, but rewarding overall.",Business,COURSE0160
1118,Healthcare,,Failed,2.3,8,Straightforward and beginner-friendly course.,Business,COURSE0009
3068,Business,,Failed,2.7,12,Easy to follow with clear instructions.,Computer Science,COURSE0233
1139,Healthcare,,Dropped,4.6,15,Intensive exams and complex assignments.,Business,COURSE0099
2098,Business,,Failed,4.9,7,Requires significant study time and dedication.,Business,COURSE0147
2434,Business,F,Completed,4.5,7,Demanding course with a heavy workload.,Engineering,COURSE0304
1563,Business,,Failed,4.0,16,Conceptually tough and fast-paced.,Business,COURSE0208
2039,Computer Science,,Dropped,4.2,13,Demanding course with a heavy workload.,Business,COURSE0131
2343,Business,F,Dropped,2.4,17,Straightforward and beginner-friendly course.,Computer Science,COURSE0404
2591,Computer Science,F,Completed,2.6,16,Good for revising basic concepts.,Healthcare,COURSE0152
2167,Engineering,,Dropped,3.1,13,Good mix of theory and application.,Engineering,COURSE0054
1026,Healthcare,C+,Completed,3.4,16,Balanced workload with practical assignments.,Business,COURSE0120
1729,Business,,Failed,2.9,20,Challenging but manageable with consistent effort.,Healthcare,COURSE0161
2444,Business,F,Failed,4.9,8,Demanding course with a heavy workload.,Engineering,COURSE0408
2925,Engineering,,Failed,4.2,7,Conceptually tough and fast-paced.,Business,COURSE0116
2986,Business,B+,Completed,2.9,6,Good mix of theory and application.,Business,COURSE0075
2703,Computer Science,,Dropped,4.1,13,Demanding course with a heavy workload.,Healthcare,COURSE0113
1084,Computer Science,,Dropped,2.6,19,Good for revising basic concepts.,Healthcare,COURSE0456
2348,Business,,Dropped,3.4,5,Good mix of theory and application.,Computer Science,COURSE0420
1171,Healthcare,C+,Completed,2.7,13,Easy to follow with clear instructions.,Business,COURSE0422
1133,Business,,Failed,2.7,13,Light workload and minimal assessments.,Healthcare,COURSE0104
1738,Computer Science,,Dropped,2.6,19,Good for revising basic concepts.,Computer Science,COURSE0340
2227,Healthcare,,Dropped,5.0,14,Demanding course with a heavy workload.,Computer Science,COURSE0254
1826,Computer Science,F,Completed,4.4,16,Intensive exams and complex assignments.,Computer Science,COURSE0227
2387,Business,,Dropped,2.3,20,Easy to follow with clear instructions.,Engineering,COURSE0112
1293,Computer Science,F,Completed,2.9,18,"Requires regular study, but rewarding overall.",Business,COURSE0473
3046,Business,,Dropped,4.9,9,Intensive exams and complex assignments.,Computer Science,COURSE0099
3117,Healthcare,A,Completed,3.6,6,"Requires regular study, but rewarding overall.",Healthcare,COURSE0153
3366,Business,,Dropped,2.1,19,Light workload and minimal assessments.,Computer Science,COURSE0349
2780,Computer Science,,Dropped,4.9,6,Intensive exams and complex assignments.,Engineering,COURSE0402
1895,Computer Science,,Failed,4.9,15,Not recommended without a strong background.,Engineering,COURSE0384
1917,Healthcare,,Failed,4.0,12,Conceptually tough and fast-paced.,Computer Science,COURSE0366
1818,Healthcare,F,Completed,3.3,6,"Requires regular study, but rewarding overall.",Business,COURSE0338
1746,Business,A,Completed,3.6,11,"Requires regular study, but rewarding overall.",Computer Science,COURSE0194
1413,Business,B,Completed,3.3,19,Balanced workload with practical assignments.,Business,COURSE0310
2673,Business,,Failed,2.4,12,Easy to follow with clear instructions.,Computer Science,COURSE0163
1779,Business,,Dropped,2.9,6,"Some complex topics, but support was available.",Computer Science,COURSE0208
1336,Computer Science,B,Completed,3.9,10,Intensive exams and complex assignments.,Healthcare,COURSE0445
2141,Computer Science,,Failed,2.7,14,Easy to follow with clear instructions.,Engineering,COURSE0169
2162,Computer Science,,Dropped,4.4,12,Conceptually tough and fast-paced.,Healthcare,COURSE0484
2195,Healthcare,,Dropped,4.7,16,Requires significant study time and dedication.,Healthcare,COURSE0161
2779,Business,F,Completed,3.0,13,"Requires regular study, but rewarding overall.",Healthcare,COURSE0068
3098,Healthcare,A,Completed,4.3,19,Intensive exams and complex assignments.,Healthcare,COURSE0289
1675,Business,F,Dropped,2.3,14,Light workload and minimal assessments.,Engineering,COURSE0398
2007,Business,B+,Completed,2.5,18,Straightforward and beginner-friendly course.,Business,COURSE0277
2173,Engineering,,Failed,2.3,18,Straightforward and beginner-friendly course.,Healthcare,COURSE0304
1166,Engineering,,Failed,3.3,12,Balanced workload with practical assignments.,Computer Science,COURSE0404
3296,Healthcare,,Failed,2.7,5,Helpful for gaining confidence in fundamentals.,Healthcare,COURSE0384
3436,Business,,Dropped,3.6,15,Good mix of theory and application.,Engineering,COURSE0392
2262,Business,,Dropped,2.0,6,Good for revising basic concepts.,Healthcare,COURSE0135
2544,Business,F,Failed,4.5,9,Demanding course with a heavy workload.,Business,COURSE0195
2788,Business,,Failed,4.2,14,Conceptually tough and fast-paced.,Engineering,COURSE0401
1248,Business,F,Failed,3.8,10,Challenging but manageable with consistent effort.,Healthcare,COURSE0128
2654,Engineering,C+,Completed,4.2,15,Demanding course with a heavy workload.,Engineering,COURSE0033
1981,Business,A,Completed,3.5,18,Balanced workload with practical assignments.,Healthcare,COURSE0176
2391,Computer Science,,Dropped,2.4,16,Helpful for gaining confidence in fundamentals.,Engineering,COURSE0460
1249,Business,C+,Completed,3.1,9,"Requires regular study, but rewarding overall.",Engineering,COURSE0443
3429,Healthcare,F,Completed,3.2,20,"Requires regular study, but rewarding overall.",Healthcare,COURSE0371
2676,Business,,Dropped,2.6,18,Good for revising basic concepts.,Healthcare,COURSE0470
1482,Business,F,Completed,3.4,14,Good mix of theory and application.,Business,COURSE0375
3226,Computer Science,C+,Completed,4.6,15,Not recommended without a strong background.,Business,COURSE0022
2598,Computer Science,B,Completed,3.2,5,Good mix of theory and application.,Computer Science,COURSE0238
2606,Computer Science,,Failed,4.3,17,Intensive exams and complex assignments.,Business,COURSE0158
3192,Business,F,Dropped,2.1,18,Helpful for gaining confidence in fundamentals.,Business,COURSE0038
2933,Engineering,,Dropped,3.2,18,"Requires regular study, but rewarding overall.",Healthcare,COURSE0230
1611,Engineering,F,Completed,3.2,8,Good mix of theory and application.,Computer Science,COURSE0365
2017,Engineering,,Failed,3.2,14,Good mix of theory and application.,Business,COURSE0051
3425,Computer Science,,Dropped,4.1,18,Requires significant study time and dedication.,Business,COURSE0438
1559,Computer Science,,Failed,3.2,19,Balanced workload with practical assignments.,Healthcare,COURSE0264
2264,Business,B,Completed,2.8,19,Balanced workload with practical assignments.,Healthcare,COURSE0283
2196,Healthcare,F,Failed,2.5,19,Good for revising basic concepts.,Business,COURSE0027
2445,Business,,Dropped,4.7,6,Demanding course with a heavy workload.,Computer Science,COURSE0226
1809,Healthcare,,Dropped,2.6,14,Easy to follow with clear instructions.,Healthcare,COURSE0277
2697,Healthcare,F,Dropped,2.3,14,Helpful for gaining confidence in fundamentals.,Computer Science,COURSE0286
3471,Business,,Failed,2.5,11,Easy to follow with clear instructions.,Computer Science,COURSE0097
1025,Engineering,,Failed,2.4,17,Helpful for gaining confidence in fundamentals.,Engineering,COURSE0284
1470,Computer Science,,Failed,3.0,19,"Some complex topics, but support was available.",Engineering,COURSE0367
1492,Healthcare,A,Completed,4.9,18,Demanding course with a heavy workload.,Healthcare,COURSE0448
1850,Healthcare,,Dropped,2.8,7,Balanced workload with practical assignments.,Engineering,COURSE0481
1543,Engineering,F,Dropped,3.5,13,Balanced workload with practical assignments.,Business,COURSE0453
1504,Healthcare,B+,Completed,3.4,17,Challenging but manageable with consistent effort.,Computer Science,COURSE0317
1392,Healthcare,,Failed,2.1,11,Helpful for gaining confidence in fundamentals.,Engineering,COURSE0304
