student_id,career_goal,recommended_courses
1041,Project Management,"Python for Data Science, Machine Learning Fundamentals, Deep Learning with TensorFlow, Big Data and Spark, AI Ethics and Bias, Statistical Data Analysis, Computer Vision, Natural Language Processing, Data Wrangling with Pandas, Time Series Forecasting, Advanced Java Programming, System Design and Architecture, Microservices with Spring Boot, Agile and DevOps Practices, Cloud Computing with AWS, Full Stack Web Development, Cybersecurity Fundamentals, Mobile App Development with React Native, Database Optimization Techniques, Software Testing and Automation, Business Intelligence with Power BI, Financial Modeling and Forecasting, Entrepreneurship and Startups, Digital Marketing and SEO, E-commerce Strategy, Corporate Finance Essentials, Investment Banking Fundamentals, Leadership and Management Skills, Project Management with Agile, Business Negotiation Strategies, Healthcare Data Analytics, Medical Ethics and Law, Public Health Policies and Management, Pharmaceutical Business Strategy, Biostatistics for Medical Research, Hospital Administration, Medical Imaging and AI, Telemedicine and Digital Health, Clinical Research and Trials, Health Informatics and EMR Systems"
1042,Project Management,"Python for Data Science, Machine Learning Fundamentals, Deep Learning with TensorFlow, Big Data and Spark, AI Ethics and Bias, Statistical Data Analysis, Computer Vision, Natural Language Processing, Data Wrangling with Pandas, Time Series Forecasting, Advanced Java Programming, System Design and Architecture, Microservices with Spring Boot, Agile and DevOps Practices, Cloud Computing with AWS, Full Stack Web Development, Cybersecurity Fundamentals, Mobile App Development with React Native, Database Optimization Techniques, Software Testing and Automation, Business Intelligence with Power BI, Financial Modeling and Forecasting, Entrepreneurship and Startups, Digital Marketing and SEO, E-commerce Strategy, Corporate Finance Essentials, Investment Banking Fundamentals, Leadership and Management Skills, Project Management with Agile, Business Negotiation Strategies, Healthcare Data Analytics, Medical Ethics and Law, Public Health Policies and Management, Pharmaceutical Business Strategy, Biostatistics for Medical Research, Hospital Administration, Medical Imaging and AI, Telemedicine and Digital Health, Clinical Research and Trials, Health Informatics and EMR Systems"
1043,Project Management,"Python for Data Science, Machine Learning Fundamentals, Deep Learning with TensorFlow, Big Data and Spark, AI Ethics and Bias, Statistical Data Analysis, Computer Vision, Natural Language Processing, Data Wrangling with Pandas, Time Series Forecasting, Advanced Java Programming, System Design and Architecture, Microservices with Spring Boot, Agile and DevOps Practices, Cloud Computing with AWS, Full Stack Web Development, Cybersecurity Fundamentals, Mobile App Development with React Native, Database Optimization Techniques, Software Testing and Automation, Business Intelligence with Power BI, Financial Modeling and Forecasting, Entrepreneurship and Startups, Digital Marketing and SEO, E-commerce Strategy, Corporate Finance Essentials, Investment Banking Fundamentals, Leadership and Management Skills, Project Management with Agile, Business Negotiation Strategies, Healthcare Data Analytics, Medical Ethics and Law, Public Health Policies and Management, Pharmaceutical Business Strategy, Biostatistics for Medical Research, Hospital Administration, Medical Imaging and AI, Telemedicine and Digital Health, Clinical Research and Trials, Health Informatics and EMR Systems"
1044,Finance,"Python for Data Science, Machine Learning Fundamentals, Deep Learning with TensorFlow, Big Data and Spark, AI Ethics and Bias, Statistical Data Analysis, Computer Vision, Natural Language Processing, Data Wrangling with Pandas, Time Series Forecasting, Advanced Java Programming, System Design and Architecture, Microservices with Spring Boot, Agile and DevOps Practices, Cloud Computing with AWS, Full Stack Web Development, Cybersecurity Fundamentals, Mobile App Development with React Native, Database Optimization Techniques, Software Testing and Automation, Business Intelligence with Power BI, Financial Modeling and Forecasting, Entrepreneurship and Startups, Digital Marketing and SEO, E-commerce Strategy, Corporate Finance Essentials, Investment Banking Fundamentals, Leadership and Management Skills, Project Management with Agile, Business Negotiation Strategies, Healthcare Data Analytics, Medical Ethics and Law, Public Health Policies and Management, Pharmaceutical Business Strategy, Biostatistics for Medical Research, Hospital Administration, Medical Imaging and AI, Telemedicine and Digital Health, Clinical Research and Trials, Health Informatics and EMR Systems"
1045,Data Science,"Python for Data Science, Big Data and Spark, Statistical Data Analysis, Data Wrangling with Pandas, Database Optimization Techniques, Healthcare Data Analytics"
1046,Healthcare,Healthcare Data Analytics
1047,AI & Robotics,"Python for Data Science, Machine Learning Fundamentals, Deep Learning with TensorFlow, Big Data and Spark, AI Ethics and Bias, Statistical Data Analysis, Computer Vision, Natural Language Processing, Data Wrangling with Pandas, Time Series Forecasting, Advanced Java Programming, System Design and Architecture, Microservices with Spring Boot, Agile and DevOps Practices, Cloud Computing with AWS, Full Stack Web Development, Cybersecurity Fundamentals, Mobile App Development with React Native, Database Optimization Techniques, Software Testing and Automation, Business Intelligence with Power BI, Financial Modeling and Forecasting, Entrepreneurship and Startups, Digital Marketing and SEO, E-commerce Strategy, Corporate Finance Essentials, Investment Banking Fundamentals, Leadership and Management Skills, Project Management with Agile, Business Negotiation Strategies, Healthcare Data Analytics, Medical Ethics and Law, Public Health Policies and Management, Pharmaceutical Business Strategy, Biostatistics for Medical Research, Hospital Administration, Medical Imaging and AI, Telemedicine and Digital Health, Clinical Research and Trials, Health Informatics and EMR Systems"
1048,UI/UX Design,"Python for Data Science, Machine Learning Fundamentals, Deep Learning with TensorFlow, Big Data and Spark, AI Ethics and Bias, Statistical Data Analysis, Computer Vision, Natural Language Processing, Data Wrangling with Pandas, Time Series Forecasting, Advanced Java Programming, System Design and Architecture, Microservices with Spring Boot, Agile and DevOps Practices, Cloud Computing with AWS, Full Stack Web Development, Cybersecurity Fundamentals, Mobile App Development with React Native, Database Optimization Techniques, Software Testing and Automation, Business Intelligence with Power BI, Financial Modeling and Forecasting, Entrepreneurship and Startups, Digital Marketing and SEO, E-commerce Strategy, Corporate Finance Essentials, Investment Banking Fundamentals, Leadership and Management Skills, Project Management with Agile, Business Negotiation Strategies, Healthcare Data Analytics, Medical Ethics and Law, Public Health Policies and Management, Pharmaceutical Business Strategy, Biostatistics for Medical Research, Hospital Administration, Medical Imaging and AI, Telemedicine and Digital Health, Clinical Research and Trials, Health Informatics and EMR Systems"
1049,Software Engineering,Software Testing and Automation
1050,Data Science,"Python for Data Science, Big Data and Spark, Statistical Data Analysis, Data Wrangling with Pandas, Database Optimization Techniques, Healthcare Data Analytics"
1051,Marketing,"Python for Data Science, Machine Learning Fundamentals, Deep Learning with TensorFlow, Big Data and Spark, AI Ethics and Bias, Statistical Data Analysis, Computer Vision, Natural Language Processing, Data Wrangling with Pandas, Time Series Forecasting, Advanced Java Programming, System Design and Architecture, Microservices with Spring Boot, Agile and DevOps Practices, Cloud Computing with AWS, Full Stack Web Development, Cybersecurity Fundamentals, Mobile App Development with React Native, Database Optimization Techniques, Software Testing and Automation, Business Intelligence with Power BI, Financial Modeling and Forecasting, Entrepreneurship and Startups, Digital Marketing and SEO, E-commerce Strategy, Corporate Finance Essentials, Investment Banking Fundamentals, Leadership and Management Skills, Project Management with Agile, Business Negotiation Strategies, Healthcare Data Analytics, Medical Ethics and Law, Public Health Policies and Management, Pharmaceutical Business Strategy, Biostatistics for Medical Research, Hospital Administration, Medical Imaging and AI, Telemedicine and Digital Health, Clinical Research and Trials, Health Informatics and EMR Systems"
1052,Software Engineering,Software Testing and Automation
1053,Project Management,"Python for Data Science, Machine Learning Fundamentals, Deep Learning with TensorFlow, Big Data and Spark, AI Ethics and Bias, Statistical Data Analysis, Computer Vision, Natural Language Processing, Data Wrangling with Pandas, Time Series Forecasting, Advanced Java Programming, System Design and Architecture, Microservices with Spring Boot, Agile and DevOps Practices, Cloud Computing with AWS, Full Stack Web Development, Cybersecurity Fundamentals, Mobile App Development with React Native, Database Optimization Techniques, Software Testing and Automation, Business Intelligence with Power BI, Financial Modeling and Forecasting, Entrepreneurship and Startups, Digital Marketing and SEO, E-commerce Strategy, Corporate Finance Essentials, Investment Banking Fundamentals, Leadership and Management Skills, Project Management with Agile, Business Negotiation Strategies, Healthcare Data Analytics, Medical Ethics and Law, Public Health Policies and Management, Pharmaceutical Business Strategy, Biostatistics for Medical Research, Hospital Administration, Medical Imaging and AI, Telemedicine and Digital Health, Clinical Research and Trials, Health Informatics and EMR Systems"
