student_id,gpa,attendance,course_load_per_term,study_hours_per_week,course_difficulty_experience,highest_degree,career_goal,delivery_mode,fail_rate,major_x,enrollment_status,student_difficulty_rating,prerequisite_level,completion_status,weekly_study_hours_required,average_grade,study_hours_logged
4847,2.48,64,3,15,Moderate,Master,UI/UX Design,In-person,0.44,CS,Full-time,8,Advanced,Completed,18,58.01,23
4848,2.03,61,3,14,Hard,Bachelor,Cybersecurity,Hybrid,0.11,CS,Full-time,1,Basic,Completed,16,73.88,9
4849,2.44,86,3,9,Hard,Bachelor,UI/UX Design,Online,0.4,CS,Part-time,6,Advanced,Completed,15,75.12,12
4850,2.91,98,5,6,Moderate,Diploma,Finance,Online,0.07,Design,Part-time,8,Basic,Dropped,19,77.16,23
4851,2.79,61,4,22,Easy,Master,AI & Robotics,Hybrid,0.32,Business,Full-time,3,Advanced,Ongoing,6,94.7,16
4852,3.62,76,5,11,Easy,Master,Cybersecurity,Hybrid,0.47,Design,Full-time,1,Basic,Completed,19,75.62,21
4853,3.57,82,4,23,Moderate,Master,Healthcare Informatics,Online,0.3,Design,Part-time,6,Intermediate,Ongoing,10,89.78,15
4854,2.18,70,3,14,Easy,Master,UI/UX Design,Online,0.17,Design,Full-time,2,None,Ongoing,11,94.17,12
4855,3.9,94,5,7,Moderate,Diploma,Healthcare Informatics,Hybrid,0.43,Design,Part-time,6,Basic,Completed,17,92.78,22
4856,3.05,83,5,21,Easy,Master,Finance,In-person,0.22,Business,Full-time,7,None,Ongoing,7,53.2,15
4857,3.19,75,3,8,Easy,Bachelor,Finance,Online,0.42,Finance,Full-time,5,Advanced,Dropped,18,58.04,23
4858,2.81,66,4,14,Moderate,Master,Healthcare Informatics,In-person,0.27,Business,Part-time,2,Intermediate,Completed,8,52.73,6
4859,3.3,70,5,8,Moderate,Master,Cybersecurity,Online,0.08,Business,Full-time,4,Intermediate,Completed,9,79.36,12
4860,3.74,95,3,13,Easy,Master,Software Engineering,In-person,0.12,Business,Part-time,6,None,Ongoing,12,72.12,23
4861,3.35,67,4,9,Moderate,Bachelor,Software Engineering,Hybrid,0.39,Business,Full-time,7,None,Ongoing,18,60.34,18
4862,3.94,86,6,15,Easy,Diploma,Cybersecurity,Hybrid,0.49,CS,Part-time,3,Intermediate,Ongoing,8,50.96,20
4863,3.4,86,5,6,Easy,Bachelor,Finance,Online,0.47,Finance,Full-time,4,Intermediate,Ongoing,5,72.58,5
4864,3.64,66,3,18,Hard,Diploma,Cybersecurity,In-person,0.25,Finance,Part-time,5,Intermediate,Dropped,13,77.87,18
4865,2.09,62,6,6,Hard,Bachelor,AI & Robotics,Online,0.09,CS,Part-time,2,Basic,Completed,9,87.53,10
4866,3.35,65,5,12,Hard,Diploma,Cybersecurity,Hybrid,0.04,Business,Full-time,7,Basic,Ongoing,18,92.13,19
4867,3.31,77,4,12,Moderate,Master,Healthcare Informatics,Hybrid,0.22,CS,Full-time,7,Intermediate,Dropped,9,80.32,22
4868,2.2,60,3,20,Hard,Master,Finance,In-person,0.01,CS,Part-time,4,None,Dropped,14,68.83,17
4869,3.68,62,6,7,Hard,Diploma,Software Engineering,Online,0.45,Business,Part-time,9,None,Completed,12,57.57,10
4870,3.23,62,6,7,Easy,Bachelor,Software Engineering,Hybrid,0.32,Design,Part-time,5,None,Ongoing,9,82.06,8
4871,2.2,80,5,13,Moderate,Bachelor,Healthcare Informatics,In-person,0.37,Design,Part-time,5,Intermediate,Dropped,9,62.86,22
4872,3.19,61,6,20,Moderate,Bachelor,Software Engineering,Online,0.15,Business,Full-time,3,Advanced,Ongoing,18,60.6,14
4873,2.96,98,3,19,Easy,Master,AI & Robotics,Hybrid,0.33,Business,Part-time,1,Intermediate,Dropped,19,66.74,22
4874,2.47,68,3,14,Hard,Bachelor,AI & Robotics,In-person,0.05,Design,Part-time,5,Intermediate,Ongoing,17,87.03,8
4875,2.04,70,3,17,Moderate,Bachelor,UI/UX Design,In-person,0.13,Business,Full-time,3,Basic,Completed,8,75.94,23
4876,2.73,99,6,20,Easy,Bachelor,UI/UX Design,In-person,0.42,Finance,Part-time,6,None,Dropped,11,79.29,21
4877,3.24,70,4,14,Hard,Bachelor,Cybersecurity,Hybrid,0.19,CS,Part-time,5,None,Ongoing,7,64.0,12
4878,2.66,73,3,12,Easy,Master,Software Engineering,Online,0.09,CS,Part-time,7,Advanced,Dropped,12,53.21,9
4879,2.61,90,4,5,Hard,Diploma,Healthcare Informatics,Hybrid,0.11,Finance,Full-time,2,Intermediate,Dropped,6,67.48,7
4880,3.5,60,3,9,Easy,Bachelor,Cybersecurity,Online,0.32,Design,Part-time,6,Intermediate,Ongoing,17,78.33,8
4881,3.52,80,3,11,Moderate,Diploma,Software Engineering,In-person,0.29,Business,Full-time,8,Intermediate,Ongoing,12,79.56,24
4882,3.44,77,5,7,Moderate,Bachelor,Software Engineering,In-person,0.05,Design,Full-time,5,Basic,Completed,8,80.31,14
4883,2.2,78,4,21,Hard,Master,Software Engineering,Hybrid,0.43,Business,Full-time,1,None,Completed,18,64.87,20
4884,3.03,67,4,16,Hard,Diploma,Finance,In-person,0.45,Business,Part-time,4,None,Dropped,5,88.89,19
4885,3.12,64,4,15,Easy,Bachelor,AI & Robotics,Hybrid,0.07,Finance,Full-time,1,Intermediate,Dropped,13,86.55,10
4886,3.49,70,3,13,Moderate,Bachelor,AI & Robotics,Online,0.17,Design,Part-time,9,None,Dropped,15,64.7,14
4887,3.81,78,6,14,Hard,Bachelor,UI/UX Design,Online,0.36,Design,Full-time,5,Basic,Ongoing,13,55.77,12
4888,2.74,60,6,9,Easy,Diploma,Finance,In-person,0.22,Design,Full-time,5,Intermediate,Dropped,19,68.56,24
4889,2.86,60,6,13,Hard,Bachelor,Healthcare Informatics,Hybrid,0.18,Design,Full-time,6,None,Dropped,15,82.35,13
4890,3.47,78,4,12,Easy,Bachelor,Cybersecurity,In-person,0.48,CS,Part-time,4,None,Ongoing,19,74.25,22
4891,3.33,71,5,9,Hard,Diploma,Finance,In-person,0.16,Design,Part-time,6,Intermediate,Completed,9,73.41,24
4892,3.12,92,4,14,Hard,Diploma,Cybersecurity,Hybrid,0.4,Business,Full-time,9,Intermediate,Dropped,12,84.03,21
4893,2.7,85,5,8,Hard,Master,Finance,Online,0.18,Design,Full-time,1,Intermediate,Dropped,13,58.23,15
4894,2.39,99,4,17,Hard,Diploma,Cybersecurity,Online,0.25,Business,Part-time,8,None,Completed,10,75.31,19
4895,2.37,72,5,13,Easy,Master,Software Engineering,In-person,0.48,Finance,Full-time,6,Basic,Completed,18,89.0,7
4896,2.16,80,3,24,Hard,Bachelor,Healthcare Informatics,In-person,0.32,CS,Full-time,9,Basic,Dropped,14,73.36,10
4897,2.16,60,6,16,Moderate,Bachelor,Finance,Hybrid,0.17,Design,Part-time,8,Advanced,Dropped,17,60.81,8
4898,3.69,71,6,13,Hard,Bachelor,Software Engineering,Online,0.14,CS,Part-time,8,None,Ongoing,11,85.54,19
4899,2.77,91,3,10,Hard,Diploma,Software Engineering,Hybrid,0.25,CS,Part-time,9,Basic,Completed,17,82.41,13
4900,2.12,76,4,17,Moderate,Master,Software Engineering,Hybrid,0.31,Design,Part-time,3,Basic,Completed,5,78.84,20
4901,3.79,84,6,10,Hard,Master,AI & Robotics,In-person,0.29,Business,Full-time,6,None,Ongoing,18,56.7,17
4902,2.45,94,3,17,Easy,Bachelor,Healthcare Informatics,In-person,0.06,CS,Full-time,9,Advanced,Completed,6,86.35,6
4903,2.54,96,6,23,Easy,Master,Software Engineering,Hybrid,0.21,CS,Part-time,4,Advanced,Dropped,6,53.09,10
4904,2.39,85,5,19,Hard,Bachelor,Healthcare Informatics,Hybrid,0.34,Business,Part-time,1,Intermediate,Completed,9,83.35,13
4905,3.94,71,4,20,Easy,Diploma,UI/UX Design,Hybrid,0.32,Business,Part-time,2,None,Dropped,13,75.0,18
4906,2.23,99,3,18,Hard,Bachelor,UI/UX Design,Hybrid,0.18,Design,Part-time,5,None,Completed,15,77.84,21
4907,3.44,72,4,12,Moderate,Diploma,AI & Robotics,In-person,0.27,Finance,Part-time,9,Advanced,Dropped,17,87.46,21
4908,3.86,79,5,5,Easy,Master,Healthcare Informatics,Hybrid,0.08,Finance,Full-time,4,Intermediate,Completed,5,77.1,23
4909,3.34,89,4,10,Hard,Bachelor,Finance,In-person,0.06,Design,Full-time,9,None,Ongoing,13,82.45,10
4910,3.72,88,6,11,Easy,Bachelor,UI/UX Design,Hybrid,0.1,Design,Full-time,9,Advanced,Dropped,16,87.64,23
4911,2.48,91,4,23,Hard,Diploma,Healthcare Informatics,In-person,0.14,CS,Part-time,7,Advanced,Dropped,15,59.31,14
4912,3.35,92,3,18,Moderate,Master,AI & Robotics,Online,0.38,Business,Part-time,9,Intermediate,Ongoing,12,93.25,14
4913,3.4,65,5,17,Hard,Diploma,UI/UX Design,Online,0.3,CS,Full-time,4,Advanced,Completed,16,73.95,20
4914,2.92,74,5,9,Easy,Diploma,Healthcare Informatics,Online,0.0,CS,Full-time,2,Intermediate,Completed,14,71.01,21
4915,3.74,63,3,14,Easy,Diploma,Healthcare Informatics,Hybrid,0.27,CS,Part-time,3,Advanced,Dropped,15,78.89,17
4916,3.39,90,5,10,Moderate,Diploma,Software Engineering,Hybrid,0.19,Design,Part-time,7,None,Ongoing,16,93.82,23
4917,3.79,74,6,23,Moderate,Master,Healthcare Informatics,Online,0.18,CS,Full-time,4,Advanced,Dropped,7,55.21,16
4918,3.51,92,6,5,Hard,Master,Healthcare Informatics,Online,0.4,Finance,Full-time,1,Basic,Ongoing,14,81.65,18
4919,3.04,79,4,11,Hard,Bachelor,AI & Robotics,In-person,0.25,CS,Full-time,3,Basic,Completed,7,77.13,24
4920,3.0,92,6,18,Hard,Bachelor,Finance,Online,0.09,Finance,Full-time,7,Basic,Completed,12,74.46,18
4921,2.91,77,3,5,Hard,Bachelor,AI & Robotics,Hybrid,0.11,CS,Full-time,4,Basic,Completed,5,76.6,12
4922,2.04,98,4,20,Easy,Bachelor,Healthcare Informatics,In-person,0.16,CS,Part-time,3,None,Completed,16,55.69,22
4923,3.07,69,6,12,Hard,Diploma,AI & Robotics,Hybrid,0.17,Finance,Part-time,3,Advanced,Completed,8,66.69,15
4924,2.85,62,3,16,Moderate,Diploma,Healthcare Informatics,Hybrid,0.2,CS,Part-time,6,Advanced,Completed,10,52.14,8
4925,2.32,93,6,17,Easy,Master,Healthcare Informatics,In-person,0.44,Design,Part-time,9,Advanced,Completed,7,62.45,21
4926,2.24,84,3,9,Moderate,Diploma,UI/UX Design,Online,0.17,Design,Part-time,8,None,Dropped,12,68.38,7
4927,2.9,87,4,11,Easy,Master,UI/UX Design,Hybrid,0.29,CS,Part-time,9,None,Ongoing,5,71.04,9
4928,2.08,80,3,20,Hard,Master,Software Engineering,In-person,0.0,Business,Full-time,3,Basic,Completed,17,62.08,15
4929,3.97,74,3,23,Easy,Bachelor,Software Engineering,In-person,0.09,Business,Full-time,3,Basic,Completed,11,90.93,15
4930,2.76,63,6,6,Hard,Bachelor,Cybersecurity,In-person,0.38,CS,Full-time,6,Advanced,Dropped,16,51.2,14
4931,2.76,86,4,10,Easy,Master,Cybersecurity,Hybrid,0.22,Design,Part-time,8,Advanced,Ongoing,8,68.54,22
4932,2.1,95,3,24,Moderate,Master,Cybersecurity,In-person,0.16,CS,Part-time,1,Basic,Ongoing,13,51.28,15
4933,2.85,89,6,9,Hard,Diploma,Healthcare Informatics,In-person,0.15,Business,Full-time,1,Intermediate,Completed,15,75.39,6
4934,2.03,70,6,16,Moderate,Bachelor,Software Engineering,In-person,0.23,Design,Full-time,3,Basic,Ongoing,15,53.09,24
4935,2.06,84,6,9,Easy,Master,Software Engineering,Online,0.0,Design,Full-time,6,None,Ongoing,10,90.55,24
4936,2.68,89,6,13,Moderate,Master,Healthcare Informatics,Hybrid,0.16,CS,Part-time,3,Advanced,Completed,18,94.65,8
4937,3.64,94,6,12,Moderate,Diploma,Software Engineering,In-person,0.48,Design,Full-time,6,None,Ongoing,8,93.56,7
4938,2.92,87,4,10,Hard,Master,Healthcare Informatics,In-person,0.07,Finance,Full-time,4,Advanced,Dropped,13,52.4,9
4939,2.03,89,6,12,Hard,Master,Cybersecurity,In-person,0.0,Business,Part-time,5,None,Dropped,5,62.8,21
4940,2.33,72,5,7,Easy,Bachelor,Healthcare Informatics,Hybrid,0.0,CS,Full-time,1,Basic,Dropped,10,83.72,5
4941,3.48,84,6,16,Moderate,Diploma,Software Engineering,Hybrid,0.36,Business,Part-time,3,None,Dropped,7,74.83,5
4942,3.48,65,5,9,Easy,Bachelor,Software Engineering,Hybrid,0.28,Finance,Full-time,1,Basic,Completed,8,79.03,23
4943,3.51,91,4,16,Hard,Master,Finance,In-person,0.5,Design,Part-time,1,Intermediate,Completed,8,91.74,8
4944,2.7,69,3,11,Hard,Master,Healthcare Informatics,Hybrid,0.17,Finance,Part-time,8,Advanced,Completed,18,70.33,22
4945,2.7,94,6,12,Moderate,Diploma,AI & Robotics,Hybrid,0.08,CS,Full-time,2,None,Ongoing,5,56.89,19
4946,3.6,98,6,12,Hard,Diploma,Cybersecurity,Hybrid,0.27,Design,Full-time,8,Basic,Completed,15,71.21,23
4947,2.8,79,6,6,Easy,Bachelor,Cybersecurity,Online,0.09,CS,Part-time,9,Advanced,Dropped,13,85.81,7
4948,3.45,75,4,24,Moderate,Bachelor,Healthcare Informatics,In-person,0.35,Design,Full-time,4,None,Dropped,6,51.07,13
4949,3.16,66,5,7,Moderate,Bachelor,Software Engineering,Online,0.09,Finance,Full-time,6,Basic,Ongoing,13,91.86,14
4950,2.73,62,6,15,Moderate,Master,UI/UX Design,Online,0.18,Finance,Part-time,4,Advanced,Completed,7,75.55,13
4951,2.16,99,4,15,Moderate,Master,UI/UX Design,In-person,0.27,Design,Part-time,1,Basic,Completed,11,78.2,8
4952,2.23,87,4,20,Moderate,Bachelor,UI/UX Design,In-person,0.37,Business,Part-time,8,Advanced,Completed,14,69.04,12
4953,3.78,91,5,9,Moderate,Bachelor,AI & Robotics,Hybrid,0.4,Finance,Part-time,3,Intermediate,Completed,17,56.57,10
4954,2.9,99,6,23,Moderate,Master,Finance,Hybrid,0.18,Business,Full-time,8,Advanced,Ongoing,19,86.86,24
4955,3.99,63,4,21,Moderate,Bachelor,Cybersecurity,Online,0.25,CS,Full-time,6,Intermediate,Ongoing,6,80.43,7
4956,2.73,98,6,17,Easy,Diploma,Software Engineering,In-person,0.28,Business,Part-time,5,Advanced,Dropped,16,53.0,8
4957,2.5,74,4,15,Hard,Diploma,UI/UX Design,In-person,0.17,Finance,Part-time,1,Advanced,Completed,18,64.23,22
4958,2.7,78,4,17,Hard,Master,UI/UX Design,Online,0.36,Design,Part-time,6,Advanced,Completed,16,50.03,16
4959,2.69,64,4,21,Hard,Master,Cybersecurity,Online,0.05,Business,Full-time,9,Intermediate,Dropped,13,88.32,12
4960,3.27,89,4,16,Hard,Master,Software Engineering,Online,0.26,Business,Full-time,3,Intermediate,Dropped,17,80.02,5
4961,2.03,63,5,21,Moderate,Master,UI/UX Design,In-person,0.22,Finance,Full-time,3,None,Dropped,15,83.74,20
4962,3.53,90,3,14,Easy,Diploma,Healthcare Informatics,In-person,0.11,Finance,Full-time,1,None,Completed,16,69.5,14
4963,2.83,87,4,11,Moderate,Bachelor,Cybersecurity,Hybrid,0.12,CS,Full-time,3,Intermediate,Ongoing,11,82.31,21
4964,2.86,82,5,23,Easy,Master,Software Engineering,Hybrid,0.18,CS,Part-time,2,Intermediate,Ongoing,6,93.49,15
4965,2.96,88,6,18,Easy,Diploma,Healthcare Informatics,Hybrid,0.43,CS,Part-time,9,Basic,Dropped,7,94.08,15
4966,2.9,89,4,10,Easy,Diploma,AI & Robotics,Online,0.06,Design,Part-time,6,Basic,Dropped,14,79.27,16
4967,2.99,83,5,14,Easy,Bachelor,UI/UX Design,Hybrid,0.33,Business,Part-time,9,Intermediate,Completed,9,64.56,17
4968,2.69,69,4,5,Hard,Diploma,Software Engineering,Online,0.22,Design,Full-time,4,Intermediate,Completed,15,54.49,15
4969,2.91,89,3,21,Hard,Bachelor,Healthcare Informatics,Hybrid,0.33,CS,Part-time,5,Intermediate,Completed,16,90.31,5
4970,2.81,82,4,9,Easy,Diploma,Cybersecurity,Hybrid,0.14,Finance,Part-time,1,Intermediate,Dropped,17,54.89,6
4971,3.04,98,3,9,Easy,Bachelor,UI/UX Design,Online,0.42,Finance,Full-time,1,Basic,Completed,6,56.13,12
4972,3.25,80,6,22,Moderate,Bachelor,Cybersecurity,In-person,0.05,CS,Full-time,2,Intermediate,Dropped,13,65.18,11
4973,2.48,60,4,24,Easy,Diploma,Cybersecurity,Hybrid,0.4,Business,Part-time,1,Basic,Completed,6,91.25,9
4974,3.02,99,3,17,Moderate,Master,UI/UX Design,Hybrid,0.07,Design,Part-time,2,Advanced,Ongoing,14,62.94,9
4975,3.19,69,5,8,Hard,Master,Healthcare Informatics,Hybrid,0.1,Finance,Part-time,5,None,Ongoing,16,61.46,24
4976,2.03,88,5,11,Easy,Bachelor,Finance,Online,0.06,Design,Part-time,6,Advanced,Completed,14,56.09,7
4977,3.04,90,4,20,Hard,Bachelor,UI/UX Design,Hybrid,0.42,CS,Full-time,7,None,Completed,15,55.19,17
4978,2.48,89,3,12,Hard,Diploma,AI & Robotics,In-person,0.37,CS,Part-time,9,Intermediate,Dropped,6,59.04,6
4979,2.81,98,4,15,Easy,Bachelor,Finance,Online,0.03,CS,Full-time,8,Intermediate,Dropped,19,50.95,17
4980,3.65,70,4,6,Easy,Master,UI/UX Design,In-person,0.45,Design,Full-time,4,Advanced,Ongoing,10,64.11,17
4981,2.65,81,4,22,Hard,Master,UI/UX Design,Online,0.48,Finance,Part-time,5,None,Completed,14,69.96,22
4982,2.97,84,5,19,Easy,Bachelor,Finance,In-person,0.47,Finance,Full-time,7,Advanced,Ongoing,19,53.57,6
4983,2.05,84,4,22,Moderate,Bachelor,UI/UX Design,Online,0.09,CS,Part-time,2,Intermediate,Dropped,12,93.0,23
4984,2.62,84,5,24,Easy,Master,Healthcare Informatics,Hybrid,0.33,Business,Full-time,1,Basic,Completed,18,80.48,19
4985,3.28,94,6,19,Easy,Master,AI & Robotics,In-person,0.07,Design,Full-time,9,Basic,Ongoing,16,84.74,13
4986,2.63,94,4,5,Hard,Master,Software Engineering,In-person,0.18,Design,Full-time,9,Basic,Dropped,5,57.46,15
4987,2.41,94,5,7,Hard,Diploma,AI & Robotics,Online,0.49,Business,Full-time,8,None,Ongoing,11,63.03,15
4988,2.58,76,4,19,Hard,Diploma,Finance,Hybrid,0.32,Design,Part-time,1,Basic,Dropped,9,76.16,20
4989,3.91,68,4,21,Easy,Bachelor,Healthcare Informatics,In-person,0.37,Finance,Part-time,1,Advanced,Completed,6,72.44,5
4990,2.17,70,5,9,Moderate,Master,Healthcare Informatics,In-person,0.49,CS,Full-time,1,None,Completed,5,84.31,16
4991,2.93,98,5,19,Hard,Master,Software Engineering,Online,0.09,Design,Part-time,8,Intermediate,Ongoing,17,90.38,6
4992,2.12,71,3,20,Easy,Diploma,UI/UX Design,In-person,0.29,CS,Part-time,2,Basic,Dropped,19,62.25,8
4993,3.08,83,4,22,Easy,Diploma,Healthcare Informatics,Online,0.03,CS,Full-time,5,Intermediate,Completed,15,61.37,18
4994,2.29,86,4,8,Easy,Bachelor,UI/UX Design,Hybrid,0.23,Design,Full-time,3,Intermediate,Completed,19,69.41,8
4995,3.27,81,3,24,Easy,Bachelor,Software Engineering,In-person,0.44,Business,Full-time,7,Intermediate,Ongoing,6,83.14,14
4996,2.53,65,6,14,Hard,Master,UI/UX Design,Online,0.01,Design,Full-time,9,Advanced,Ongoing,8,65.12,19
4997,3.38,64,5,23,Moderate,Bachelor,Healthcare Informatics,Hybrid,0.26,Design,Part-time,9,Advanced,Dropped,10,92.88,14
4998,2.69,91,6,16,Hard,Bachelor,Software Engineering,In-person,0.42,Business,Full-time,8,None,Completed,8,54.63,7
4999,2.01,68,5,13,Moderate,Master,AI & Robotics,Hybrid,0.16,Finance,Full-time,3,Intermediate,Dropped,16,61.59,18
5000,2.59,90,3,11,Easy,Bachelor,Healthcare Informatics,In-person,0.46,Finance,Part-time,6,None,Dropped,7,60.77,13
